LECROYHDO6104,5494,Waveform
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,24-Mar-2017 14:50:50,0                 
Time,Ampl
-0.03756,8.97138
-0.03755,8.97151
-0.03754,8.97226
-0.03753,8.97238
-0.03752,8.97301
-0.03751,8.97363
-0.0375,8.97401
-0.03749,8.97413
-0.03748,8.97451
-0.03747,8.97513
-0.03746,8.97513
-0.03745,8.97551
-0.03744,8.97576
-0.03743,8.97601
-0.03742,8.97601
-0.03741,8.97613
-0.0374,8.97726
-0.03739,8.97726
-0.03738,8.97788
-0.03737,8.97776
-0.03736,8.97776
-0.03735,8.97863
-0.03734,8.97863
-0.03733,8.97951
-0.03732,8.98001
-0.03731,8.97963
-0.0373,8.98026
-0.03729,8.98013
-0.03728,8.98088
-0.03727,8.9815
-0.03726,8.982
-0.03725,8.98213
-0.03724,8.9825
-0.03723,8.98275
-0.03722,8.98263
-0.03721,8.983
-0.0372,8.984
-0.03719,8.98388
-0.03718,8.984
-0.03717,8.98425
-0.03716,8.98425
-0.03715,8.98525
-0.03714,8.98513
-0.03713,8.98588
-0.03712,8.9865
-0.03711,8.98663
-0.0371,8.98675
-0.03709,8.98725
-0.03708,8.98738
-0.03707,8.98788
-0.03706,8.98913
-0.03705,8.9885
-0.03704,8.98938
-0.03703,8.98925
-0.03702,8.98938
-0.03701,8.98975
-0.037,8.98963
-0.03699,8.99063
-0.03698,8.99063
-0.03697,8.99125
-0.03696,8.99125
-0.03695,8.99175
-0.03694,8.99162
-0.03693,8.992
-0.03692,8.99262
-0.03691,8.9935
-0.0369,8.99312
-0.03689,8.99362
-0.03688,8.99387
-0.03687,8.99412
-0.03686,8.99512
-0.03685,8.9955
-0.03684,8.995
-0.03683,8.99575
-0.03682,8.99612
-0.03681,8.99612
-0.0368,8.99712
-0.03679,8.99662
-0.03678,8.99737
-0.03677,8.9975
-0.03676,8.99775
-0.03675,8.99825
-0.03674,8.99837
-0.03673,8.99887
-0.03672,8.9995
-0.03671,8.99925
-0.0367,8.99925
-0.03669,8.99962
-0.03668,8.99962
-0.03667,9.00062
-0.03666,9.00075
-0.03665,9.00174
-0.03664,9.00174
-0.03663,9.00187
-0.03662,9.00187
-0.03661,9.00199
-0.0366,9.00237
-0.03659,9.00299
-0.03658,9.00312
-0.03657,9.00374
-0.03656,9.00374
-0.03655,9.00349
-0.03654,9.00399
-0.03653,9.00449
-0.03652,9.00487
-0.03651,9.00474
-0.0365,9.00512
-0.03649,9.00549
-0.03648,9.00599
-0.03647,9.00599
-0.03646,9.00624
-0.03645,9.00712
-0.03644,9.00724
-0.03643,9.00724
-0.03642,9.00737
-0.03641,9.00762
-0.0364,9.00774
-0.03639,9.00862
-0.03638,9.00862
-0.03637,9.00887
-0.03636,9.00924
-0.03635,9.00974
-0.03634,9.00962
-0.03633,9.00974
-0.03632,9.01037
-0.03631,9.01087
-0.0363,9.01186
-0.03629,9.01137
-0.03628,9.01112
-0.03627,9.01174
-0.03626,9.01186
-0.03625,9.01261
-0.03624,9.01286
-0.03623,9.01274
-0.03622,9.01399
-0.03621,9.01311
-0.0362,9.01349
-0.03619,9.01361
-0.03618,9.01424
-0.03617,9.01474
-0.03616,9.01536
-0.03615,9.01524
-0.03614,9.01561
-0.03613,9.01524
-0.03612,9.01611
-0.03611,9.01599
-0.0361,9.01649
-0.03609,9.01674
-0.03608,9.01761
-0.03607,9.01674
-0.03606,9.01736
-0.03605,9.01799
-0.03604,9.01836
-0.03603,9.01874
-0.03602,9.01899
-0.03601,9.01886
-0.036,9.01911
-0.03599,9.01961
-0.03598,9.01936
-0.03597,9.01986
-0.03596,9.02049
-0.03595,9.02024
-0.03594,9.02049
-0.03593,9.02124
-0.03592,9.02149
-0.03591,9.02161
-0.0359,9.02236
-0.03589,9.02261
-0.03588,9.02298
-0.03587,9.02311
-0.03586,9.02386
-0.03585,9.02323
-0.03584,9.02373
-0.03583,9.02411
-0.03582,9.02436
-0.03581,9.02498
-0.0358,9.02523
-0.03579,9.02536
-0.03578,9.02548
-0.03577,9.02586
-0.03576,9.02611
-0.03575,9.02648
-0.03574,9.02686
-0.03573,9.02673
-0.03572,9.02686
-0.03571,9.02723
-0.0357,9.02823
-0.03569,9.02811
-0.03568,9.02898
-0.03567,9.02848
-0.03566,9.02936
-0.03565,9.02948
-0.03564,9.02948
-0.03563,9.02961
-0.03562,9.03048
-0.03561,9.03023
-0.0356,9.03023
-0.03559,9.03073
-0.03558,9.03111
-0.03557,9.03098
-0.03556,9.03223
-0.03555,9.03161
-0.03554,9.03186
-0.03553,9.0321
-0.03552,9.03186
-0.03551,9.03235
-0.0355,9.0331
-0.03549,9.03323
-0.03548,9.0336
-0.03547,9.03373
-0.03546,9.0341
-0.03545,9.03435
-0.03544,9.03448
-0.03543,9.03535
-0.03542,9.03548
-0.03541,9.03548
-0.0354,9.03573
-0.03539,9.03535
-0.03538,9.03635
-0.03537,9.03623
-0.03536,9.03698
-0.03535,9.0371
-0.03534,9.03748
-0.03533,9.03748
-0.03532,9.03748
-0.03531,9.0381
-0.0353,9.03835
-0.03529,9.03885
-0.03528,9.03873
-0.03527,9.03935
-0.03526,9.03985
-0.03525,9.03973
-0.03524,9.03935
-0.03523,9.0401
-0.03522,9.04048
-0.03521,9.04073
-0.0352,9.04123
-0.03519,9.04073
-0.03518,9.04073
-0.03517,9.04135
-0.03516,9.04198
-0.03515,9.0421
-0.03514,9.04247
-0.03513,9.0421
-0.03512,9.0426
-0.03511,9.04285
-0.0351,9.04247
-0.03509,9.04322
-0.03508,9.04347
-0.03507,9.04385
-0.03506,9.0436
-0.03505,9.0441
-0.03504,9.04422
-0.03503,9.04422
-0.03502,9.0446
-0.03501,9.04485
-0.035,9.04535
-0.03499,9.04597
-0.03498,9.04622
-0.03497,9.0461
-0.03496,9.04597
-0.03495,9.04672
-0.03494,9.0471
-0.03493,9.0476
-0.03492,9.04747
-0.03491,9.0476
-0.0349,9.04772
-0.03489,9.04847
-0.03488,9.0481
-0.03487,9.04897
-0.03486,9.04935
-0.03485,9.0496
-0.03484,9.04972
-0.03483,9.04922
-0.03482,9.05035
-0.03481,9.04997
-0.0348,9.05022
-0.03479,9.05035
-0.03478,9.04985
-0.03477,9.0501
-0.03476,9.05072
-0.03475,9.05097
-0.03474,9.05147
-0.03473,9.05185
-0.03472,9.05185
-0.03471,9.05235
-0.0347,9.05222
-0.03469,9.05272
-0.03468,9.05272
-0.03467,9.05309
-0.03466,9.05272
-0.03465,9.05347
-0.03464,9.05372
-0.03463,9.05347
-0.03462,9.05384
-0.03461,9.05384
-0.0346,9.05434
-0.03459,9.05409
-0.03458,9.05447
-0.03457,9.05484
-0.03456,9.05472
-0.03455,9.05484
-0.03454,9.05559
-0.03453,9.05634
-0.03452,9.05609
-0.03451,9.05634
-0.0345,9.05672
-0.03449,9.05597
-0.03448,9.05672
-0.03447,9.05747
-0.03446,9.05759
-0.03445,9.05747
-0.03444,9.05797
-0.03443,9.05722
-0.03442,9.05809
-0.03441,9.05797
-0.0344,9.05847
-0.03439,9.05847
-0.03438,9.05884
-0.03437,9.05934
-0.03436,9.05934
-0.03435,9.05947
-0.03434,9.05847
-0.03433,9.05959
-0.03432,9.06022
-0.03431,9.06047
-0.0343,9.06072
-0.03429,9.06072
-0.03428,9.06109
-0.03427,9.06084
-0.03426,9.06172
-0.03425,9.06122
-0.03424,9.06197
-0.03423,9.06209
-0.03422,9.06247
-0.03421,9.06209
-0.0342,9.06234
-0.03419,9.06209
-0.03418,9.06284
-0.03417,9.06321
-0.03416,9.06346
-0.03415,9.06371
-0.03414,9.06384
-0.03413,9.06396
-0.03412,9.06434
-0.03411,9.06409
-0.0341,9.06471
-0.03409,9.06421
-0.03408,9.06446
-0.03407,9.06459
-0.03406,9.06484
-0.03405,9.06571
-0.03404,9.06634
-0.03403,9.06546
-0.03402,9.06546
-0.03401,9.06596
-0.034,9.06571
-0.03399,9.06659
-0.03398,9.06734
-0.03397,9.06721
-0.03396,9.06734
-0.03395,9.06734
-0.03394,9.06696
-0.03393,9.06759
-0.03392,9.06834
-0.03391,9.06809
-0.0339,9.06846
-0.03389,9.06809
-0.03388,9.06821
-0.03387,9.06884
-0.03386,9.06896
-0.03385,9.06871
-0.03384,9.06946
-0.03383,9.06959
-0.03382,9.06984
-0.03381,9.07021
-0.0338,9.07009
-0.03379,9.07021
-0.03378,9.07096
-0.03377,9.07084
-0.03376,9.07096
-0.03375,9.07096
-0.03374,9.07071
-0.03373,9.07121
-0.03372,9.07146
-0.03371,9.07171
-0.0337,9.07196
-0.03369,9.07209
-0.03368,9.07209
-0.03367,9.07271
-0.03366,9.07284
-0.03365,9.07321
-0.03364,9.07308
-0.03363,9.07333
-0.03362,9.07333
-0.03361,9.07371
-0.0336,9.07421
-0.03359,9.07383
-0.03358,9.07471
-0.03357,9.07433
-0.03356,9.07408
-0.03355,9.07458
-0.03354,9.07458
-0.03353,9.07533
-0.03352,9.07496
-0.03351,9.07533
-0.0335,9.07508
-0.03349,9.07571
-0.03348,9.07533
-0.03347,9.07571
-0.03346,9.07546
-0.03345,9.07583
-0.03344,9.07658
-0.03343,9.07608
-0.03342,9.07658
-0.03341,9.07683
-0.0334,9.07671
-0.03339,9.07696
-0.03338,9.07708
-0.03337,9.07758
-0.03336,9.07771
-0.03335,9.07771
-0.03334,9.07733
-0.03333,9.07758
-0.03332,9.07771
-0.03331,9.07796
-0.0333,9.07733
-0.03329,9.07758
-0.03328,9.07771
-0.03327,9.07783
-0.03326,9.07758
-0.03325,9.07733
-0.03324,9.07683
-0.03323,9.07708
-0.03322,9.07658
-0.03321,9.07633
-0.0332,9.07633
-0.03319,9.07608
-0.03318,9.07621
-0.03317,9.07596
-0.03316,9.07583
-0.03315,9.07596
-0.03314,9.07521
-0.03313,9.07546
-0.03312,9.07496
-0.03311,9.07496
-0.0331,9.07446
-0.03309,9.07496
-0.03308,9.07433
-0.03307,9.07446
-0.03306,9.07471
-0.03305,9.07383
-0.03304,9.07371
-0.03303,9.07396
-0.03302,9.07371
-0.03301,9.07321
-0.033,9.07333
-0.03299,9.07308
-0.03298,9.07346
-0.03297,9.07234
-0.03296,9.07259
-0.03295,9.07196
-0.03294,9.07246
-0.03293,9.07196
-0.03292,9.07184
-0.03291,9.07134
-0.0329,9.07171
-0.03289,9.07121
-0.03288,9.07109
-0.03287,9.07146
-0.03286,9.07071
-0.03285,9.07046
-0.03284,9.07059
-0.03283,9.07009
-0.03282,9.06996
-0.03281,9.06946
-0.0328,9.06946
-0.03279,9.06909
-0.03278,9.06971
-0.03277,9.06859
-0.03276,9.06884
-0.03275,9.06821
-0.03274,9.06834
-0.03273,9.06834
-0.03272,9.06809
-0.03271,9.06784
-0.0327,9.06809
-0.03269,9.06771
-0.03268,9.06709
-0.03267,9.06671
-0.03266,9.06734
-0.03265,9.06696
-0.03264,9.06709
-0.03263,9.06684
-0.03262,9.06659
-0.03261,9.06584
-0.0326,9.06546
-0.03259,9.06521
-0.03258,9.06584
-0.03257,9.06509
-0.03256,9.06534
-0.03255,9.06509
-0.03254,9.06434
-0.03253,9.06484
-0.03252,9.06471
-0.03251,9.06384
-0.0325,9.06396
-0.03249,9.06396
-0.03248,9.06334
-0.03247,9.06346
-0.03246,9.06296
-0.03245,9.06296
-0.03244,9.06309
-0.03243,9.06284
-0.03242,9.06209
-0.03241,9.06247
-0.0324,9.06259
-0.03239,9.06159
-0.03238,9.06234
-0.03237,9.06159
-0.03236,9.06209
-0.03235,9.06109
-0.03234,9.06122
-0.03233,9.06047
-0.03232,9.06072
-0.03231,9.06034
-0.0323,9.06009
-0.03229,9.05984
-0.03228,9.05947
-0.03227,9.05947
-0.03226,9.05959
-0.03225,9.05884
-0.03224,9.05947
-0.03223,9.05897
-0.03222,9.05909
-0.03221,9.05822
-0.0322,9.05784
-0.03219,9.05797
-0.03218,9.05822
-0.03217,9.05809
-0.03216,9.05747
-0.03215,9.05684
-0.03214,9.05672
-0.03213,9.05647
-0.03212,9.05622
-0.03211,9.05634
-0.0321,9.05547
-0.03209,9.05597
-0.03208,9.05572
-0.03207,9.05522
-0.03206,9.05484
-0.03205,9.05522
-0.03204,9.05484
-0.03203,9.05434
-0.03202,9.05434
-0.03201,9.05409
-0.032,9.05372
-0.03199,9.05372
-0.03198,9.05309
-0.03197,9.05359
-0.03196,9.05259
-0.03195,9.05247
-0.03194,9.05322
-0.03193,9.05235
-0.03192,9.05172
-0.03191,9.05147
-0.0319,9.05197
-0.03189,9.05172
-0.03188,9.0511
-0.03187,9.05097
-0.03186,9.0506
-0.03185,9.05047
-0.03184,9.05047
-0.03183,9.04972
-0.03182,9.04997
-0.03181,9.04972
-0.0318,9.05035
-0.03179,9.04935
-0.03178,9.04897
-0.03177,9.04897
-0.03176,9.0486
-0.03175,9.04835
-0.03174,9.04872
-0.03173,9.04797
-0.03172,9.04785
-0.03171,9.04797
-0.0317,9.0476
-0.03169,9.04722
-0.03168,9.04722
-0.03167,9.04685
-0.03166,9.04635
-0.03165,9.04685
-0.03164,9.0456
-0.03163,9.04622
-0.03162,9.04572
-0.03161,9.04572
-0.0316,9.04472
-0.03159,9.04485
-0.03158,9.04422
-0.03157,9.04397
-0.03156,9.04447
-0.03155,9.04422
-0.03154,9.04397
-0.03153,9.04297
-0.03152,9.04322
-0.03151,9.0426
-0.0315,9.04235
-0.03149,9.04247
-0.03148,9.04235
-0.03147,9.04247
-0.03146,9.04222
-0.03145,9.04135
-0.03144,9.04148
-0.03143,9.04023
-0.03142,9.04073
-0.03141,9.0406
-0.0314,9.04073
-0.03139,9.0401
-0.03138,9.03985
-0.03137,9.0396
-0.03136,9.0396
-0.03135,9.03948
-0.03134,9.03873
-0.03133,9.03885
-0.03132,9.03873
-0.03131,9.0386
-0.0313,9.03785
-0.03129,9.03735
-0.03128,9.0381
-0.03127,9.03785
-0.03126,9.03723
-0.03125,9.03673
-0.03124,9.03623
-0.03123,9.03635
-0.03122,9.03585
-0.03121,9.03585
-0.0312,9.03573
-0.03119,9.0356
-0.03118,9.03573
-0.03117,9.03435
-0.03116,9.03398
-0.03115,9.03385
-0.03114,9.03398
-0.03113,9.03348
-0.03112,9.0336
-0.03111,9.03273
-0.0311,9.03298
-0.03109,9.03285
-0.03108,9.03235
-0.03107,9.03198
-0.03106,9.03198
-0.03105,9.03161
-0.03104,9.03186
-0.03103,9.03086
-0.03102,9.03073
-0.03101,9.03036
-0.031,9.03036
-0.03099,9.02998
-0.03098,9.02973
-0.03097,9.02961
-0.03096,9.02911
-0.03095,9.02973
-0.03094,9.02861
-0.03093,9.02873
-0.03092,9.02823
-0.03091,9.02848
-0.0309,9.02811
-0.03089,9.02748
-0.03088,9.02698
-0.03087,9.02723
-0.03086,9.02611
-0.03085,9.02673
-0.03084,9.02598
-0.03083,9.02598
-0.03082,9.02548
-0.03081,9.02461
-0.0308,9.02486
-0.03079,9.02398
-0.03078,9.02411
-0.03077,9.02398
-0.03076,9.02386
-0.03075,9.02323
-0.03074,9.02311
-0.03073,9.02236
-0.03072,9.02261
-0.03071,9.02211
-0.0307,9.02223
-0.03069,9.02198
-0.03068,9.02124
-0.03067,9.02074
-0.03066,9.02086
-0.03065,9.02086
-0.03064,9.02049
-0.03063,9.02024
-0.03062,9.01999
-0.03061,9.01986
-0.0306,9.01911
-0.03059,9.01911
-0.03058,9.01899
-0.03057,9.01886
-0.03056,9.01861
-0.03055,9.01824
-0.03054,9.01711
-0.03053,9.01724
-0.03052,9.01724
-0.03051,9.01674
-0.0305,9.01711
-0.03049,9.01674
-0.03048,9.01549
-0.03047,9.01561
-0.03046,9.01511
-0.03045,9.01549
-0.03044,9.01524
-0.03043,9.01436
-0.03042,9.01449
-0.03041,9.01336
-0.0304,9.01349
-0.03039,9.01324
-0.03038,9.01311
-0.03037,9.01324
-0.03036,9.01261
-0.03035,9.01211
-0.03034,9.01174
-0.03033,9.01137
-0.03032,9.01112
-0.03031,9.01099
-0.0303,9.01112
-0.03029,9.01062
-0.03028,9.01062
-0.03027,9.00949
-0.03026,9.00987
-0.03025,9.00937
-0.03024,9.00937
-0.03023,9.00899
-0.03022,9.00887
-0.03021,9.00824
-0.0302,9.00824
-0.03019,9.00749
-0.03018,9.00737
-0.03017,9.00712
-0.03016,9.00712
-0.03015,9.00724
-0.03014,9.00699
-0.03013,9.00637
-0.03012,9.00612
-0.03011,9.00587
-0.0301,9.00562
-0.03009,9.00474
-0.03008,9.00474
-0.03007,9.00487
-0.03006,9.00437
-0.03005,9.00387
-0.03004,9.00362
-0.03003,9.00349
-0.03002,9.00337
-0.03001,9.00337
-0.03,9.00349
-0.02999,9.00224
-0.02998,9.00237
-0.02997,9.00187
-0.02996,9.00174
-0.02995,9.00174
-0.02994,9.00087
-0.02993,9.00025
-0.02992,9.00012
-0.02991,9.00037
-0.0299,8.99987
-0.02989,8.99962
-0.02988,8.99912
-0.02987,8.999
-0.02986,8.99862
-0.02985,8.99825
-0.02984,8.99787
-0.02983,8.998
-0.02982,8.9975
-0.02981,8.99725
-0.0298,8.99662
-0.02979,8.99687
-0.02978,8.99612
-0.02977,8.996
-0.02976,8.99537
-0.02975,8.9955
-0.02974,8.99487
-0.02973,8.99475
-0.02972,8.9945
-0.02971,8.99412
-0.0297,8.99387
-0.02969,8.9935
-0.02968,8.99312
-0.02967,8.99237
-0.02966,8.99312
-0.02965,8.99212
-0.02964,8.992
-0.02963,8.9915
-0.02962,8.99162
-0.02961,8.99063
-0.0296,8.99087
-0.02959,8.99025
-0.02958,8.98988
-0.02957,8.98963
-0.02956,8.98963
-0.02955,8.98913
-0.02954,8.98888
-0.02953,8.9885
-0.02952,8.98825
-0.02951,8.98788
-0.0295,8.9875
-0.02949,8.98725
-0.02948,8.987
-0.02947,8.98663
-0.02946,8.986
-0.02945,8.98575
-0.02944,8.985
-0.02943,8.98475
-0.02942,8.98475
-0.02941,8.98438
-0.0294,8.9845
-0.02939,8.98388
-0.02938,8.9835
-0.02937,8.98325
-0.02936,8.983
-0.02935,8.98238
-0.02934,8.98275
-0.02933,8.98225
-0.02932,8.98188
-0.02931,8.98138
-0.0293,8.981
-0.02929,8.98051
-0.02928,8.98013
-0.02927,8.98026
-0.02926,8.97988
-0.02925,8.97963
-0.02924,8.97888
-0.02923,8.97851
-0.02922,8.97826
-0.02921,8.97801
-0.0292,8.97838
-0.02919,8.97738
-0.02918,8.97738
-0.02917,8.97676
-0.02916,8.97651
-0.02915,8.97601
-0.02914,8.97576
-0.02913,8.97551
-0.02912,8.97451
-0.02911,8.97513
-0.0291,8.97426
-0.02909,8.97376
-0.02908,8.97326
-0.02907,8.97338
-0.02906,8.97288
-0.02905,8.97276
-0.02904,8.97226
-0.02903,8.97151
-0.02902,8.97151
-0.02901,8.97101
-0.029,8.97063
-0.02899,8.97063
-0.02898,8.97014
-0.02897,8.96976
-0.02896,8.96964
-0.02895,8.96901
-0.02894,8.96876
-0.02893,8.96826
-0.02892,8.96776
-0.02891,8.96751
-0.0289,8.96714
-0.02889,8.96689
-0.02888,8.96651
-0.02887,8.96601
-0.02886,8.96551
-0.02885,8.96501
-0.02884,8.96489
-0.02883,8.96464
-0.02882,8.96476
-0.02881,8.96376
-0.0288,8.96314
-0.02879,8.96264
-0.02878,8.96264
-0.02877,8.96276
-0.02876,8.96189
-0.02875,8.96126
-0.02874,8.96126
-0.02873,8.96051
-0.02872,8.96051
-0.02871,8.96014
-0.0287,8.95989
-0.02869,8.95964
-0.02868,8.95889
-0.02867,8.95864
-0.02866,8.95814
-0.02865,8.95764
-0.02864,8.95714
-0.02863,8.95739
-0.02862,8.95627
-0.02861,8.95639
-0.0286,8.95577
-0.02859,8.95564
-0.02858,8.95477
-0.02857,8.95452
-0.02856,8.95414
-0.02855,8.95377
-0.02854,8.95339
-0.02853,8.95302
-0.02852,8.95202
-0.02851,8.95214
-0.0285,8.95214
-0.02849,8.95139
-0.02848,8.95102
-0.02847,8.95052
-0.02846,8.95039
-0.02845,8.94977
-0.02844,8.94902
-0.02843,8.94927
-0.02842,8.94852
-0.02841,8.94865
-0.0284,8.94727
-0.02839,8.94715
-0.02838,8.94665
-0.02837,8.94652
-0.02836,8.94615
-0.02835,8.9459
-0.02834,8.94552
-0.02833,8.9444
-0.02832,8.94402
-0.02831,8.94315
-0.0283,8.94352
-0.02829,8.94315
-0.02828,8.94265
-0.02827,8.94215
-0.02826,8.9414
-0.02825,8.94065
-0.02824,8.9404
-0.02823,8.9399
-0.02822,8.93952
-0.02821,8.93865
-0.0282,8.9384
-0.02819,8.93865
-0.02818,8.93778
-0.02817,8.93728
-0.02816,8.9369
-0.02815,8.93653
-0.02814,8.93615
-0.02813,8.9359
-0.02812,8.9349
-0.02811,8.93428
-0.0281,8.93378
-0.02809,8.93328
-0.02808,8.93328
-0.02807,8.93303
-0.02806,8.93265
-0.02805,8.9319
-0.02804,8.93128
-0.02803,8.93103
-0.02802,8.9304
-0.02801,8.93028
-0.028,8.9299
-0.02799,8.92928
-0.02798,8.92791
-0.02797,8.92766
-0.02796,8.92778
-0.02795,8.92778
-0.02794,8.92678
-0.02793,8.92616
-0.02792,8.92591
-0.02791,8.92516
-0.0279,8.92453
-0.02789,8.92453
-0.02788,8.92366
-0.02787,8.92366
-0.02786,8.92328
-0.02785,8.92266
-0.02784,8.92191
-0.02783,8.92191
-0.02782,8.92116
-0.02781,8.92028
-0.0278,8.92028
-0.02779,8.91966
-0.02778,8.91941
-0.02777,8.91891
-0.02776,8.91829
-0.02775,8.91791
-0.02774,8.91716
-0.02773,8.91704
-0.02772,8.91629
-0.02771,8.91616
-0.0277,8.91566
-0.02769,8.91554
-0.02768,8.91466
-0.02767,8.91429
-0.02766,8.91379
-0.02765,8.91329
-0.02764,8.91254
-0.02763,8.91266
-0.02762,8.91166
-0.02761,8.91129
-0.0276,8.91091
-0.02759,8.91004
-0.02758,8.90979
-0.02757,8.90916
-0.02756,8.90891
-0.02755,8.90829
-0.02754,8.90817
-0.02753,8.90754
-0.02752,8.90704
-0.02751,8.90654
-0.0275,8.90554
-0.02749,8.90492
-0.02748,8.90454
-0.02747,8.90442
-0.02746,8.90404
-0.02745,8.90329
-0.02744,8.90267
-0.02743,8.90217
-0.02742,8.90129
-0.02741,8.90142
-0.0274,8.90067
-0.02739,8.89979
-0.02738,8.89954
-0.02737,8.89867
-0.02736,8.8983
-0.02735,8.89742
-0.02734,8.89705
-0.02733,8.89692
-0.02732,8.89555
-0.02731,8.89567
-0.0273,8.8943
-0.02729,8.89392
-0.02728,8.89317
-0.02727,8.8923
-0.02726,8.89217
-0.02725,8.89142
-0.02724,8.89192
-0.02723,8.89055
-0.02722,8.89005
-0.02721,8.8888
-0.0272,8.88842
-0.02719,8.88817
-0.02718,8.88705
-0.02717,8.88655
-0.02716,8.8858
-0.02715,8.88493
-0.02714,8.88455
-0.02713,8.88393
-0.02712,8.88293
-0.02711,8.88243
-0.0271,8.88255
-0.02709,8.88168
-0.02708,8.8808
-0.02707,8.8803
-0.02706,8.8793
-0.02705,8.87868
-0.02704,8.8783
-0.02703,8.87718
-0.02702,8.87656
-0.02701,8.87606
-0.027,8.87506
-0.02699,8.87493
-0.02698,8.87456
-0.02697,8.87343
-0.02696,8.87318
-0.02695,8.87156
-0.02694,8.87118
-0.02693,8.87081
-0.02692,8.86968
-0.02691,8.87006
-0.0269,8.86906
-0.02689,8.86843
-0.02688,8.86793
-0.02687,8.86694
-0.02686,8.86606
-0.02685,8.86544
-0.02684,8.86506
-0.02683,8.86469
-0.02682,8.86394
-0.02681,8.86281
-0.0268,8.86231
-0.02679,8.86156
-0.02678,8.86056
-0.02677,8.86069
-0.02676,8.85994
-0.02675,8.85906
-0.02674,8.85806
-0.02673,8.85744
-0.02672,8.85707
-0.02671,8.85594
-0.0267,8.85607
-0.02669,8.85544
-0.02668,8.85494
-0.02667,8.85369
-0.02666,8.85232
-0.02665,8.85144
-0.02664,8.85144
-0.02663,8.85019
-0.02662,8.85019
-0.02661,8.84907
-0.0266,8.84819
-0.02659,8.84719
-0.02658,8.8462
-0.02657,8.84632
-0.02656,8.84507
-0.02655,8.8447
-0.02654,8.84395
-0.02653,8.8437
-0.02652,8.84232
-0.02651,8.84157
-0.0265,8.84057
-0.02649,8.84057
-0.02648,8.83932
-0.02647,8.83895
-0.02646,8.83757
-0.02645,8.8372
-0.02644,8.83633
-0.02643,8.83533
-0.02642,8.83533
-0.02641,8.83408
-0.0264,8.83333
-0.02639,8.83233
-0.02638,8.83183
-0.02637,8.8307
-0.02636,8.82995
-0.02635,8.8297
-0.02634,8.82895
-0.02633,8.82845
-0.02632,8.82733
-0.02631,8.82596
-0.0263,8.82571
-0.02629,8.82483
-0.02628,8.82408
-0.02627,8.82333
-0.02626,8.82233
-0.02625,8.82183
-0.02624,8.82046
-0.02623,8.81996
-0.02622,8.81958
-0.02621,8.81883
-0.0262,8.81771
-0.02619,8.81721
-0.02618,8.81596
-0.02617,8.81509
-0.02616,8.81409
-0.02615,8.81334
-0.02614,8.81334
-0.02613,8.81221
-0.02612,8.81109
-0.02611,8.80984
-0.0261,8.80959
-0.02609,8.80821
-0.02608,8.80771
-0.02607,8.80734
-0.02606,8.80659
-0.02605,8.80534
-0.02604,8.80447
-0.02603,8.80347
-0.02602,8.80259
-0.02601,8.80184
-0.026,8.80147
-0.02599,8.79997
-0.02598,8.79922
-0.02597,8.79797
-0.02596,8.79734
-0.02595,8.79659
-0.02594,8.79522
-0.02593,8.7951
-0.02592,8.7946
-0.02591,8.7931
-0.0259,8.79147
-0.02589,8.79085
-0.02588,8.78985
-0.02587,8.78947
-0.02586,8.78835
-0.02585,8.78747
-0.02584,8.78635
-0.02583,8.78523
-0.02582,8.7841
-0.02581,8.78323
-0.0258,8.78198
-0.02579,8.78135
-0.02578,8.78098
-0.02577,8.7796
-0.02576,8.77773
-0.02575,8.77685
-0.02574,8.7761
-0.02573,8.77523
-0.02572,8.77461
-0.02571,8.77336
-0.0257,8.77261
-0.02569,8.77098
-0.02568,8.77011
-0.02567,8.76936
-0.02566,8.76836
-0.02565,8.76786
-0.02564,8.76648
-0.02563,8.76548
-0.02562,8.76424
-0.02561,8.76286
-0.0256,8.76236
-0.02559,8.76149
-0.02558,8.76011
-0.02557,8.75936
-0.02556,8.75811
-0.02555,8.75674
-0.02554,8.75574
-0.02553,8.75511
-0.02552,8.75412
-0.02551,8.75299
-0.0255,8.75162
-0.02549,8.75024
-0.02548,8.74887
-0.02547,8.74774
-0.02546,8.74674
-0.02545,8.74574
-0.02544,8.74512
-0.02543,8.74337
-0.02542,8.74237
-0.02541,8.74087
-0.0254,8.73987
-0.02539,8.7385
-0.02538,8.7375
-0.02537,8.73675
-0.02536,8.73575
-0.02535,8.73412
-0.02534,8.73275
-0.02533,8.73175
-0.02532,8.73
-0.02531,8.72913
-0.0253,8.72863
-0.02529,8.72763
-0.02528,8.726
-0.02527,8.72463
-0.02526,8.72363
-0.02525,8.72238
-0.02524,8.72138
-0.02523,8.72076
-0.02522,8.71926
-0.02521,8.71776
-0.0252,8.71676
-0.02519,8.71563
-0.02518,8.71413
-0.02517,8.71351
-0.02516,8.71226
-0.02515,8.71164
-0.02514,8.71001
-0.02513,8.70864
-0.02512,8.70714
-0.02511,8.70664
-0.0251,8.70539
-0.02509,8.70401
-0.02508,8.70339
-0.02507,8.70189
-0.02506,8.70077
-0.02505,8.69952
-0.02504,8.69802
-0.02503,8.69777
-0.02502,8.69652
-0.02501,8.69502
-0.025,8.69352
-0.02499,8.69152
-0.02498,8.69077
-0.02497,8.68965
-0.02496,8.68877
-0.02495,8.68727
-0.02494,8.68615
-0.02493,8.68415
-0.02492,8.68277
-0.02491,8.68115
-0.0249,8.68015
